Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10
,,,,,,,5.17,0.41,-0.44,6.25,5.17,0.45,-0.25,3.12,5.17,0.4,-0.18,9.74,5.17,0.46,-0.17,2.1,5.17,0.47,-0.37,2.16,5.17,0.48,0.15,2.58,5.17,0.39,0.29,2.62,5.17,0.47,0.52,1.34,5.17,0.41,0.01,4.2,5.17,0.44,0.27,-0.06
,,,,,,,5.18,0.4,-0.28,9.5,5.18,0.45,-0.19,2.27,5.18,0.4,-0.27,-9.8,5.18,0.46,-0.16,2.64,5.18,0.47,-0.35,2.21,5.18,0.48,0.18,2.52,5.18,0.4,0.32,2.85,5.18,0.47,0.52,0.86,5.18,0.41,0.06,5.62,5.18,0.44,0.27,0.21
,,,,,,,5.19,0.4,-0.25,-3.06,5.19,0.45,-0.2,1.01,5.19,0.4,-0.37,-3.24,5.19,0.46,-0.12,2.15,5.19,0.46,-0.33,1.67,5.19,0.49,0.2,3.19,5.19,0.4,0.35,-3.77,5.19,0.48,0.54,0.85,5.19,0.41,0.12,1.39,5.19,0.45,0.28,2.03
,,,,,,,5.2,0.4,-0.34,-3.13,5.2,0.44,-0.17,3.78,5.2,0.4,-0.34,2.97,5.2,0.46,-0.12,2.04,5.2,0.46,-0.31,2.27,5.2,0.49,0.24,1.78,5.2,0.4,0.24,-6.34,5.2,0.48,0.54,0.92,5.2,0.41,0.09,0.02,5.2,0.45,0.31,3.11
,,,,,,,5.21,0.39,-0.31,2.16,5.21,0.44,-0.13,0.59,5.21,0.39,-0.31,3.45,5.21,0.45,-0.08,3.13,5.21,0.46,-0.28,1.41,5.21,0.49,0.24,1.04,5.21,0.4,0.22,8.66,5.21,0.49,0.56,0.36,5.21,0.41,0.12,3.97,5.21,0.45,0.34,2.2
,,,,,,,5.22,0.39,-0.3,2.01,5.22,0.44,-0.16,2.73,5.22,0.39,-0.27,3.88,5.22,0.45,-0.05,2.15,5.22,0.45,-0.29,0.04,5.22,0.49,0.26,3,5.22,0.41,0.41,13.5,5.22,0.49,0.55,0.61,5.22,0.42,0.17,3.27,5.22,0.46,0.36,1.77
,,,,,,,5.23,0.39,-0.27,3.59,5.23,0.44,-0.07,5.71,5.23,0.39,-0.24,-0.43,5.23,0.45,-0.04,2.15,5.23,0.45,-0.28,3.44,5.23,0.5,0.3,3.25,5.23,0.41,0.49,-0.44,5.23,0.5,0.57,3.33,5.23,0.42,0.19,0.86,5.23,0.46,0.38,1.34
,,,,,,,5.24,0.39,-0.22,2.3,5.24,0.44,-0.04,0.92,5.24,0.38,-0.28,-0.96,5.24,0.45,-0.01,2.15,5.24,0.45,-0.22,3.62,5.24,0.5,0.33,1.41,5.24,0.42,0.4,-0.94,5.24,0.51,0.61,-2.78,5.24,0.42,0.19,0.22,5.24,0.46,0.39,0.8
,,,,,,,5.25,0.38,-0.23,0.62,5.25,0.44,-0.05,0.21,5.25,0.38,-0.26,4.26,5.25,0.45,0.01,2.21,5.25,0.45,-0.21,2.15,5.25,0.5,0.33,0.24,5.25,0.42,0.47,4.22,5.25,0.51,0.52,-1.72,5.25,0.42,0.19,6.01,5.25,0.47,0.39,1.17
,,,,,,,5.26,0.38,-0.21,2.92,5.26,0.44,-0.04,2.04,5.26,0.38,-0.19,4.93,5.26,0.45,0.03,1.66,5.26,0.44,-0.17,2.15,5.26,0.51,0.33,1.65,5.26,0.43,0.49,0.8,5.26,0.52,0.58,2.36,5.26,0.42,0.31,6.75,5.26,0.47,0.41,2.2
,,,,,,,5.27,0.38,-0.17,3.92,5.27,0.44,-0.01,3.01,5.27,0.38,-0.16,3.06,5.27,0.45,0.04,1.92,5.27,0.44,-0.17,1.82,5.27,0.51,0.36,2.14,5.27,0.43,0.49,1.29,5.27,0.52,0.56,-2.9,5.27,0.43,0.33,0,5.27,0.48,0.44,1.95
,,,,,,,5.28,0.38,-0.13,3.49,5.28,0.44,0.02,3.23,5.28,0.38,-0.13,2.44,5.28,0.45,0.07,4.15,5.28,0.44,-0.14,5.23,5.28,0.51,0.37,2.08,5.28,0.44,0.52,1.23,5.28,0.53,0.52,-0.28,5.28,0.43,0.31,-0.27,5.28,0.48,0.45,0
,,,,,,,5.29,0.38,-0.1,3.01,5.29,0.44,0.05,1.51,5.29,0.37,-0.11,3.87,5.29,0.46,0.12,1.77,5.29,0.44,-0.06,1.08,5.29,0.52,0.4,2.77,5.29,0.44,0.51,1.89,5.29,0.53,0.56,-1.02,5.29,0.43,0.32,2.25,5.29,0.48,0.44,-0.37
,,,,,,,5.3,0.38,-0.07,2.96,5.3,0.44,0.05,-0.93,5.3,0.37,-0.05,4.01,5.3,0.46,0.11,1.12,5.3,0.44,-0.12,-1.47,5.3,0.52,0.43,1.22,5.3,0.45,0.55,0.53,5.3,0.54,0.5,-3.26,5.3,0.44,0.35,1.34,5.3,0.49,0.44,2.82
,,,,,,,5.31,0.38,-0.04,3.44,5.31,0.44,0.03,3.22,5.31,0.37,-0.03,2.53,5.31,0.46,0.14,2.63,5.31,0.44,-0.09,3.82,5.31,0.52,0.42,1.85,5.31,0.45,0.52,-0.54,5.31,0.54,0.49,-1.22,5.31,0.44,0.35,0.52,5.31,0.49,0.49,1.16
,,,,,,,5.32,0.38,0,3.44,5.32,0.44,0.12,5.65,5.32,0.37,0,2.96,5.32,0.46,0.16,1.97,5.32,0.44,-0.04,4.47,5.32,0.53,0.47,1.45,5.32,0.46,0.54,0.54,5.32,0.55,0.48,-1.71,5.32,0.44,0.36,3.38,5.32,0.5,0.46,-1.79
,,,,,,,5.33,0.38,0.03,3.49,5.33,0.44,0.15,1.29,5.33,0.37,0.03,3.44,5.33,0.46,0.18,3.73,5.33,0.44,0,2.9,5.33,0.53,0.45,-3.68,5.33,0.46,0.53,-0.54,5.33,0.55,0.46,-1.71,5.33,0.45,0.42,4.31,5.33,0.5,0.46,2.66
,,,,,,,5.34,0.38,0.07,3.01,5.34,0.44,0.14,1.18,5.34,0.37,0.07,3.48,5.34,0.46,0.23,1.4,5.34,0.44,0.02,3.81,5.34,0.54,0.39,0.89,5.34,0.47,0.53,0.43,5.34,0.56,0.44,-1.71,5.34,0.45,0.45,0.48,5.34,0.51,0.52,-0.91
,,,,,,,5.35,0.38,0.09,3.01,5.35,0.45,0.17,2.15,5.35,0.37,0.1,3.01,5.35,0.47,0.21,0.08,5.35,0.44,0.07,4.85,5.35,0.54,0.47,4.67,5.35,0.47,0.54,0.55,5.35,0.56,0.42,-1.64,5.35,0.46,0.43,-0.34,5.35,0.51,0.44,-4.95
,,,,,,,5.36,0.38,0.13,3.01,5.36,0.45,0.19,2.2,5.36,0.38,0.13,3.01,5.36,0.47,0.24,3.12,5.36,0.44,0.12,0,5.36,0.55,0.49,-1.22,5.36,0.48,0.54,-0.31,5.36,0.57,0.41,-2.07,5.36,0.46,0.44,2.75,5.36,0.52,0.42,3.57
,,,,,,,5.37,0.38,0.15,3.05,5.37,0.45,0.21,1.72,5.37,0.38,0.16,3.01,5.37,0.47,0.27,2.32,5.37,0.44,0.07,-0.5,5.37,0.55,0.45,-1.92,5.37,0.48,0.53,-1.41,5.37,0.57,0.38,-2.57,5.37,0.47,0.48,1.4,5.37,0.52,0.51,3.75
,,,,,,,5.38,0.38,0.19,2.62,5.38,0.45,0.22,1.72,5.38,0.38,0.19,2.91,5.38,0.47,0.28,0.86,5.38,0.44,0.11,3.98,5.38,0.56,0.45,-0.43,5.38,0.49,0.51,-0.61,5.38,0.57,0.36,-2.57,5.38,0.47,0.47,0.37,5.38,0.53,0.49,-5.41
,,,,,,,5.39,0.38,0.2,2,5.39,0.45,0.25,1.83,5.39,0.38,0.22,4.1,5.39,0.48,0.29,0.8,5.39,0.44,0.15,3.23,5.39,0.56,0.44,-0.5,5.39,0.49,0.52,1.17,5.39,0.58,0.33,-2.57,5.39,0.48,0.49,0.85,5.39,0.53,0.4,-4.09
,,,,,,,5.4,0.38,0.23,3.53,5.4,0.46,0.26,0.8,5.4,0.38,0.27,1.91,5.4,0.48,0.3,1.23,5.4,0.44,0.17,1.18,5.4,0.56,0.44,0.07,5.4,0.5,0.54,-1.42,5.4,0.58,0.31,-2.57,5.4,0.48,0.49,0.86,5.4,0.53,0.41,1.13
,,,,,,,5.41,0.39,0.27,2.72,5.41,0.46,0.26,1.23,5.41,0.39,0.26,-0.29,5.41,0.48,0.32,1.78,5.41,0.45,0.18,1.98,5.41,0.57,0.44,-0.36,5.41,0.51,0.49,-0.48,5.41,0.58,0.28,-2.57,5.41,0.48,0.51,0.85,5.41,0.54,0.42,-0.66
,,,,,,,5.42,0.39,0.28,1.24,5.42,0.46,0.28,1.72,5.42,0.39,0.26,2.48,5.42,0.49,0.33,1.35,5.42,0.45,0.21,3.77,5.42,0.57,0.43,-0.86,5.42,0.51,0.53,0.84,5.42,0.59,0.25,-2.43,5.42,0.49,0.5,0.92,5.42,0.54,0.4,-2.21
,,,,,,,5.43,0.39,0.3,1.72,5.43,0.46,0.3,1.72,5.43,0.39,0.31,3.53,5.43,0.49,0.34,0.86,5.43,0.45,0.25,0.86,5.43,0.58,0.42,-0.86,5.43,0.52,0.51,-5.9,5.43,0.59,0.23,-3.43,5.43,0.49,0.53,0.8,5.43,0.55,0.38,-1.78
,,,,,,,5.44,0.4,0.32,2.32,5.44,0.47,0.32,1.77,5.44,0.39,0.33,3.23,5.44,0.49,0.35,0.86,5.44,0.45,0.23,0.52,5.44,0.58,0.41,-0.86,5.44,0.52,0.41,-4.01,5.44,0.59,0.18,-3.58,5.44,0.5,0.52,-2.59,5.44,0.55,0.36,-1.28
,,,,,,,5.45,0.4,0.35,-3.04,5.45,0.47,0.33,1.4,5.45,0.4,0.37,-2.61,5.45,0.5,0.36,0.79,5.45,0.46,0.26,3.6,5.45,0.59,0.41,-0.78,5.45,0.52,0.43,0.89,5.45,0.59,0.16,-2.5,5.45,0.51,0.47,1.13,5.45,0.55,0.36,-1.22
,,,,,,,5.46,0.4,0.26,-8.74,5.46,0.47,0.34,0.37,5.46,0.4,0.28,-7.85,5.46,0.5,0.37,1.35,5.46,0.46,0.3,2.32,5.46,0.59,0.4,-1.21,5.46,0.53,0.43,-2.44,5.46,0.59,0.13,-2.93,5.46,0.51,0.54,-0.42,5.46,0.56,0.34,-1.64
,,,,,,,5.47,0.4,0.17,8.26,5.47,0.48,0.34,0.8,5.47,0.4,0.21,4.62,5.47,0.5,0.39,1.05,5.47,0.46,0.31,0.8,5.47,0.59,0.38,-1.79,5.47,0.53,0.38,-3.56,5.47,0.59,0.1,-3.51,5.47,0.52,0.46,-4.76,5.47,0.56,0.32,-2.14
,,,,,,,5.48,0.41,0.42,17.43,5.48,0.48,0.36,1.47,5.48,0.41,0.37,15.01,5.48,0.51,0.39,-0.43,5.48,0.46,0.32,1.23,5.48,0.6,0.36,-1.28,5.48,0.54,0.36,-2.57,5.48,0.6,0.06,-3.08,5.48,0.52,0.45,2.68,5.48,0.56,0.29,-2.21
,,,,,,,5.49,0.41,0.52,-1.41,5.49,0.49,0.37,-0.12,5.49,0.41,0.51,3.55,5.49,0.51,0.38,-0.56,5.49,0.47,0.33,1.77,5.49,0.6,0.36,-1.14,5.49,0.54,0.33,-2.64,5.49,0.6,0.04,-2.43,5.49,0.53,0.52,-0.97,5.49,0.57,0.28,-1.64
,,,,,,,5.5,0.42,0.39,-0.93,5.5,0.49,0.36,0.55,5.5,0.42,0.44,-2.23,5.5,0.51,0.38,0.36,5.5,0.47,0.35,1.29,5.5,0.61,0.34,-2.14,5.5,0.54,0.3,-2.14,5.5,0.6,0.02,-3.44,5.5,0.53,0.43,-4.29,5.5,0.57,0.26,-2.07
,,,,,,,5.51,0.42,0.5,4.43,5.51,0.49,0.38,3.31,5.51,0.42,0.47,2.73,5.51,0.52,0.39,0.99,5.51,0.47,0.36,1.29,5.51,0.61,0.31,-2.3,5.51,0.55,0.29,-2.08,5.51,0.6,-0.03,-3.59,5.51,0.53,0.43,2.55,5.51,0.57,0.24,-2.57
,,,,,,,5.52,0.43,0.48,-1.13,5.52,0.5,0.42,1.04,5.52,0.43,0.5,1.34,5.52,0.52,0.4,0,5.52,0.48,0.38,1.35,5.52,0.61,0.29,-1.21,5.52,0.55,0.26,-2.51,5.52,0.6,-0.06,-2.51,5.52,0.54,0.48,0.11,5.52,0.57,0.21,-2.65
,,,,,,,5.53,0.43,0.48,1.29,5.53,0.5,0.4,-0.3,5.53,0.43,0.5,0.86,5.53,0.53,0.39,-0.13,5.53,0.48,0.39,0.73,5.53,0.61,0.29,-1.56,5.53,0.55,0.24,-3,5.53,0.59,-0.08,-3.01,5.53,0.54,0.43,-3.99,5.53,0.58,0.18,-2.15
,,,,,,,5.54,0.44,0.51,1.23,5.54,0.5,0.42,-0.97,5.54,0.44,0.52,0.74,5.54,0.53,0.39,0.99,5.54,0.49,0.39,1.78,5.54,0.62,0.26,-2.65,5.54,0.55,0.2,-3.07,5.54,0.59,-0.12,-3.09,5.54,0.55,0.4,-3.21,5.54,0.58,0.17,-2.07
,,,,,,,5.55,0.44,0.5,1.83,5.55,0.51,0.38,-3.88,5.55,0.44,0.51,1.89,5.55,0.53,0.41,0.13,5.55,0.49,0.42,1.59,5.55,0.62,0.24,-2.22,5.55,0.56,0.18,-2.51,5.55,0.59,-0.14,-2.51,5.55,0.55,0.37,-1.78,5.55,0.58,0.14,-2.65
,,,,,,,5.56,0.45,0.54,1.02,5.56,0.51,0.34,-0.68,5.56,0.45,0.55,0.59,5.56,0.54,0.4,-0.72,5.56,0.49,0.42,-0.8,5.56,0.62,0.22,-1.64,5.56,0.56,0.15,-3.01,5.56,0.59,-0.17,-3.09,5.56,0.55,0.36,-1.15,5.56,0.58,0.11,-2.15
,,,,,,,5.57,0.45,0.52,-0.31,5.57,0.52,0.37,1.48,5.57,0.45,0.52,-0.91,5.57,0.54,0.39,-1.65,5.57,0.5,0.4,-1.92,5.57,0.62,0.2,-2.07,5.57,0.56,0.12,-3.01,5.57,0.59,-0.2,-2.66,5.57,0.56,0.35,-2.14,5.57,0.58,0.1,-2
,,,,,,,5.58,0.46,0.54,-1.35,5.58,0.52,0.37,-0.13,5.58,0.46,0.53,-0.49,5.58,0.55,0.36,-2.21,5.58,0.5,0.39,2.75,5.58,0.63,0.18,-2.58,5.58,0.56,0.09,-2.94,5.58,0.59,-0.22,-2.01,5.58,0.56,0.32,-2.14,5.58,0.58,0.07,-3.01
,,,,,,,5.59,0.46,0.5,-1.2,5.59,0.52,0.37,0.93,5.59,0.46,0.51,-0.11,5.59,0.55,0.35,-1.78,5.59,0.51,0.46,5.99,5.59,0.63,0.15,-2.66,5.59,0.56,0.06,-3.51,5.59,0.58,-0.24,-3.09,5.59,0.56,0.3,-2.07,5.59,0.58,0.04,-3.15
,,,,,,,5.6,0.47,0.51,1.95,5.6,0.53,0.39,0.89,5.6,0.47,0.53,1.03,5.6,0.55,0.33,-1.43,5.6,0.51,0.5,-3.48,5.6,0.63,0.12,-2.15,5.6,0.56,0.02,-3.08,5.6,0.58,-0.28,-2.73,5.6,0.57,0.28,-2.57,5.6,0.58,0.01,-2.15
,,,,,,,5.61,0.47,0.53,0.18,5.61,0.53,0.38,-2.51,5.61,0.47,0.53,-0.43,5.61,0.56,0.32,-0.29,5.61,0.52,0.39,-7.86,5.61,0.63,0.11,-1.99,5.61,0.56,0,-2.58,5.61,0.58,-0.3,-1.65,5.61,0.57,0.25,-2.57,5.61,0.58,0,-2.08
,,,,,,,5.62,0.48,0.52,-1.4,5.62,0.53,0.34,-3.27,5.62,0.48,0.52,-0.49,5.62,0.56,0.32,-1.15,5.62,0.52,0.35,2.88,5.62,0.63,0.08,-3.09,5.62,0.56,-0.03,-2.58,5.62,0.58,-0.31,-2.16,5.62,0.57,0.23,-2.58,5.62,0.58,-0.03,-2.58
,,,,,,,5.63,0.48,0.51,-0.49,5.63,0.54,0.32,-1.35,5.63,0.48,0.52,0.06,5.63,0.56,0.29,-2.29,5.63,0.52,0.45,4.84,5.63,0.63,0.05,-2.66,5.63,0.56,-0.06,-2.51,5.63,0.57,-0.34,-2.23,5.63,0.58,0.2,-2.58,5.63,0.58,-0.06,-2.65
,,,,,,,5.64,0.49,0.51,0.12,5.64,0.54,0.31,-0.79,5.64,0.49,0.53,-0.37,5.64,0.57,0.28,-1.29,5.64,0.53,0.44,-2.58,5.64,0.63,0.03,-2.07,5.64,0.56,-0.08,-2.94,5.64,0.57,-0.36,-1.66,5.64,0.58,0.18,-2.58,5.64,0.58,-0.08,-2.15
,,,,,,,5.65,0.49,0.51,-1.24,5.65,0.54,0.3,-1.22,5.65,0.49,0.52,-1.04,5.65,0.57,0.27,-1.22,5.65,0.53,0.4,-2.77,5.65,0.63,0,-2.66,5.65,0.56,-0.11,-3.51,5.65,0.57,-0.37,-2.23,5.65,0.58,0.15,-2.58,5.65,0.58,-0.1,-2.08
,,,,,,,5.66,0.5,0.48,2.04,5.66,0.55,0.29,-1.72,5.66,0.5,0.5,0.88,5.66,0.57,0.25,-1.72,5.66,0.54,0.39,-1.35,5.66,0.63,-0.02,-2.15,5.66,0.56,-0.15,-3.15,5.66,0.56,-0.4,-1.87,5.66,0.58,0.12,-2.58,5.66,0.58,-0.12,-2.66
,,,,,,,5.67,0.5,0.55,0.58,5.67,0.55,0.27,-1.72,5.67,0.5,0.53,-2.32,5.67,0.57,0.23,-1.64,5.67,0.54,0.37,-0.86,5.67,0.63,-0.04,-2.07,5.67,0.56,-0.18,-2.15,5.67,0.56,-0.41,-0.79,5.67,0.58,0.1,-2.51,5.67,0.58,-0.15,-2.08
,,,,,,,5.68,0.51,0.49,-8.19,5.68,0.55,0.25,-1.72,5.68,0.51,0.46,-4.92,5.68,0.58,0.22,-2.15,5.68,0.54,0.37,-0.72,5.68,0.63,-0.06,-2.58,5.68,0.55,-0.19,-2.08,5.68,0.55,-0.42,-1.23,5.68,0.58,0.07,-3.01,5.68,0.58,-0.17,-2.58
,,,,,,,5.69,0.51,0.39,-1.72,5.69,0.55,0.23,-1.65,5.69,0.51,0.44,0.27,5.69,0.58,0.19,-2.22,5.69,0.55,0.35,-1.78,5.69,0.63,-0.09,-2.58,5.69,0.55,-0.22,-2.59,5.69,0.55,-0.44,-1.86,5.69,0.58,0.04,-3.08,5.69,0.58,-0.2,-2.8
,,,,,,,5.7,0.52,0.46,2.62,5.7,0.56,0.22,-2.15,5.7,0.52,0.46,-1.33,5.7,0.58,0.17,-1.72,5.7,0.55,0.34,-1.29,5.7,0.63,-0.12,-2.74,5.7,0.55,-0.25,-2.59,5.7,0.54,-0.46,-0.93,5.7,0.58,0.01,-2.58,5.7,0.57,-0.22,-1.22
,,,,,,,5.71,0.52,0.44,-4.36,5.71,0.56,0.19,-2.22,5.71,0.52,0.41,-4.55,5.71,0.58,0.16,-1.72,5.71,0.55,0.33,-1.22,5.71,0.63,-0.14,-1.72,5.71,0.55,-0.27,-2.65,5.71,0.54,-0.46,-0.36,5.71,0.58,-0.01,-2.58,5.71,0.57,-0.23,-1.65
,,,,,,,5.72,0.53,0.37,-4.12,5.72,0.56,0.17,-1.65,5.72,0.53,0.37,-2.64,5.72,0.58,0.14,-1.57,5.72,0.56,0.31,-1.72,5.72,0.63,-0.15,-1.57,5.72,0.54,-0.3,-2.22,5.72,0.54,-0.46,-0.93,5.72,0.58,-0.04,-2.51,5.72,0.57,-0.26,-2.23
,,,,,,,5.73,0.53,0.36,-2.14,5.73,0.56,0.16,-2.15,5.73,0.53,0.36,-2.14,5.73,0.58,0.13,-2.58,5.73,0.56,0.29,-1.72,5.73,0.63,-0.18,-2.74,5.73,0.54,-0.32,-1.66,5.73,0.53,-0.47,-0.43,5.73,0.58,-0.06,-3.01,5.73,0.57,-0.27,-1.72
,,,,,,,5.74,0.53,0.33,-2.14,5.74,0.56,0.13,-2.22,5.74,0.53,0.33,-2.14,5.74,0.58,0.09,-2.72,5.74,0.56,0.28,-1.72,5.74,0.62,-0.2,-1.72,5.74,0.54,-0.33,-2.16,5.74,0.53,-0.47,-0.37,5.74,0.58,-0.1,-3.16,5.74,0.56,-0.29,-1.79
,,,,,,,5.75,0.54,0.31,-2.01,5.75,0.57,0.11,-1.65,5.75,0.54,0.31,-2.08,5.75,0.59,0.07,-1.65,5.75,0.57,0.26,-1.64,5.75,0.62,-0.21,-1.57,5.75,0.53,-0.36,-1.89,5.75,0.52,-0.48,-0.93,5.75,0.58,-0.13,-2.15,5.75,0.56,-0.31,-1.29
,,,,,,,5.76,0.54,0.29,-3.07,5.76,0.57,0.1,-2.08,5.76,0.54,0.29,-2.57,5.76,0.59,0.06,-2.15,5.76,0.57,0.24,-2.15,5.76,0.62,-0.24,-2.74,5.76,0.53,-0.37,-3.94,5.76,0.52,-0.49,-0.05,5.76,0.58,-0.14,-2.08,5.76,0.56,-0.32,-1.29
,,,,,,,5.77,0.54,0.25,-2.64,5.77,0.57,0.07,-2.58,5.77,0.54,0.26,-2.51,5.77,0.59,0.03,-2.22,5.77,0.57,0.22,-2.22,5.77,0.62,-0.27,-1.88,5.77,0.53,-0.44,-4.43,5.77,0.51,-0.48,-3.52,5.77,0.58,-0.17,-2.66,5.77,0.55,-0.33,-1.29
,,,,,,,5.78,0.54,0.24,-2.01,5.78,0.57,0.05,-2.65,5.78,0.54,0.24,-3,5.78,0.59,0.01,-1.65,5.78,0.57,0.2,-1.65,5.78,0.61,-0.27,-0.71,5.78,0.52,-0.46,3.4,5.78,0.51,-0.56,0.04,5.78,0.58,-0.2,-2.15,5.78,0.55,-0.34,-1.29
,,,,,,,5.79,0.55,0.21,-3.01,5.79,0.57,0.02,-2.22,5.79,0.55,0.2,-3.07,5.79,0.59,0,-2.08,5.79,0.57,0.18,-2.07,5.79,0.61,-0.28,-1.65,5.79,0.52,-0.37,1.59,5.79,0.5,-0.48,3.89,5.79,0.57,-0.21,-2.08,5.79,0.55,-0.36,-1.43
,,,,,,,5.8,0.55,0.18,-3.07,5.8,0.57,0,-1.72,5.8,0.55,0.18,-2.51,5.8,0.59,-0.03,-2.73,5.8,0.58,0.16,-2.65,5.8,0.61,-0.31,-2.31,5.8,0.51,-0.43,-8.47,5.8,0.5,-0.48,-3.69,5.8,0.57,-0.24,-2.66,5.8,0.54,-0.37,-0.37
,,,,,,,5.81,0.55,0.15,-2.58,5.81,0.57,-0.01,-1.72,5.81,0.55,0.15,-2.94,5.81,0.59,-0.06,-1.79,5.81,0.58,0.13,-2.22,5.81,0.6,-0.33,-1.29,5.81,0.51,-0.54,0.16,5.81,0.49,-0.55,1.41,5.81,0.57,-0.26,-2.23,5.81,0.54,-0.37,-0.86
,,,,,,,5.82,0.55,0.12,-2.51,5.82,0.57,-0.03,-1.65,5.82,0.55,0.12,-3.58,5.82,0.59,-0.07,-1.14,5.82,0.58,0.11,-1.65,5.82,0.6,-0.33,-1.29,5.82,0.5,-0.42,3.35,5.82,0.49,-0.46,4.38,5.82,0.57,-0.28,-1.72,5.82,0.54,-0.39,-1
,,,,,,,5.83,0.55,0.1,-2.94,5.83,0.57,-0.05,-2.15,5.83,0.55,0.08,-2.65,5.83,0.58,-0.08,-2.15,5.83,0.58,0.1,-2.08,5.83,0.6,-0.35,-1.37,5.83,0.5,-0.47,-6.9,5.83,0.48,-0.47,0.19,5.83,0.56,-0.3,-1.72,5.83,0.53,-0.39,0.07
,,,,,,,5.84,0.55,0.07,-3.58,5.84,0.57,-0.07,-2.22,5.84,0.55,0.06,-2.01,5.84,0.58,-0.11,-2.22,5.84,0.58,0.07,-2.65,5.84,0.59,-0.36,-0.86,5.84,0.49,-0.56,-0.44,5.84,0.48,-0.45,2.16,5.84,0.56,-0.32,-1.79,5.84,0.53,-0.39,-0.04
,,,,,,,5.85,0.55,0.03,-2.65,5.85,0.57,-0.09,-1.72,5.85,0.55,0.04,-2.94,5.85,0.58,-0.13,-1.72,5.85,0.58,0.05,-2.15,5.85,0.59,-0.37,-0.94,5.85,0.49,-0.48,3.4,5.85,0.47,-0.42,2.28,5.85,0.56,-0.33,-1.29,5.85,0.52,-0.39,-2.95
,,,,,,,5.86,0.55,0.01,-2.01,5.86,0.57,-0.11,-1.72,5.86,0.55,0.01,-3.51,5.86,0.58,-0.14,-1.72,5.86,0.58,0.03,-2.15,5.86,0.59,-0.38,-0.43,5.86,0.48,-0.49,0.49,5.86,0.47,-0.41,1.3,5.86,0.55,-0.34,-1.22,5.86,0.52,-0.45,-4.1
,,,,,,,5.87,0.55,-0.01,-2.94,5.87,0.56,-0.13,-1.72,5.87,0.55,-0.03,-3.08,5.87,0.58,-0.16,-1.72,5.87,0.58,0,-2.22,5.87,0.58,-0.38,-0.36,5.87,0.48,-0.47,0.12,5.87,0.46,-0.4,1.24,5.87,0.55,-0.36,-1.79,5.87,0.52,-0.47,0.41
,,,,,,,5.88,0.55,-0.05,-3.51,5.88,0.56,-0.14,-1.79,5.88,0.55,-0.06,-2.51,5.88,0.58,-0.18,-1.72,5.88,0.58,-0.01,-1.57,5.88,0.58,-0.39,-0.93,5.88,0.47,-0.49,-1.1,5.88,0.46,-0.38,1.73,5.88,0.55,-0.38,-1.3,5.88,0.51,-0.44,4.01
,,,,,,,5.89,0.55,-0.08,-3.15,5.89,0.56,-0.16,-1.29,5.89,0.55,-0.08,-3.01,5.89,0.58,-0.2,-1.72,5.89,0.58,-0.03,-2.51,5.89,0.58,-0.4,-0.5,5.89,0.47,-0.49,0.86,5.89,0.46,-0.36,1.61,5.89,0.54,-0.38,-1.29,5.89,0.51,-0.39,3.71
,,,,,,,5.9,0.55,-0.11,-2.15,5.9,0.56,-0.17,-1.22,5.9,0.55,-0.12,-3.15,5.9,0.57,-0.21,-1.79,5.9,0.58,-0.06,-3.23,5.9,0.57,-0.4,2.78E-13,5.9,0.47,-0.47,0.92,5.9,0.45,-0.35,2.53,5.9,0.54,-0.4,-1.36,5.9,0.5,-0.36,-1.59
,,,,,,,5.91,0.55,-0.12,-2.02,5.91,0.56,-0.19,-1.79,5.91,0.55,-0.14,-2.15,5.91,0.57,-0.23,-1.36,5.91,0.58,-0.09,-1.79,5.91,0.57,-0.4,-0.07,5.91,0.46,-0.47,0.54,5.91,0.45,-0.31,3.19,5.91,0.53,-0.41,-0.86,5.91,0.5,-0.42,-3.15
,,,,,,,5.92,0.55,-0.15,-3.01,5.92,0.56,-0.21,-1.29,5.92,0.55,-0.16,-2.02,5.92,0.57,-0.24,-0.79,5.92,0.58,-0.1,-1.15,5.92,0.56,-0.4,0.43,5.92,0.46,-0.46,-0.6,5.92,0.45,-0.29,1.95,5.92,0.53,-0.42,-0.93,5.92,0.49,-0.43,1.17
,,,,,,,5.93,0.55,-0.19,-3.15,5.93,0.55,-0.21,-1.29,5.93,0.55,-0.18,-3.01,5.93,0.57,-0.25,-1.22,5.93,0.58,-0.12,-2.15,5.93,0.56,-0.39,0.5,5.93,0.45,-0.49,0.47,5.93,0.44,-0.27,-0.33,5.93,0.53,-0.43,-0.5,5.93,0.49,-0.4,2.22
,,,,,,,5.94,0.55,-0.21,-2.15,5.94,0.55,-0.23,-1.29,5.94,0.55,-0.22,-3.15,5.94,0.56,-0.26,-1.79,5.94,0.58,-0.14,-2.15,5.94,0.56,-0.39,-0.07,5.94,0.45,-0.45,4.38,5.94,0.44,-0.29,2.2,5.94,0.52,-0.43,0.51,5.94,0.49,-0.38,1.73
